Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool;bool_auto
9,8600;0,1600;2,3600;-0,0300;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,8252;VERDADERO;True
9,8800;0,1700;2,3600;-0,0400;-0,0100;-0,0200;27,4600;Mov00;Mov00;0,8697;VERDADERO;True
9,8800;0,1600;2,3700;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,8475;VERDADERO;True
9,8600;0,1700;2,4100;-0,0500;0,0000;-0,0300;27,4500;Mov00;Mov00;0,8553;VERDADERO;True
9,8600;0,1700;2,3800;-0,0500;-0,0100;-0,0300;27,4500;Mov00;Mov00;0,8694;VERDADERO;True
9,8700;0,1700;2,3800;-0,0500;-0,0100;-0,0300;27,4600;Mov00;Mov00;0,8835;VERDADERO;True
9,8400;0,1800;2,3600;-0,0500;-0,0100;-0,0200;27,4600;Mov00;Mov00;0,8007;VERDADERO;True
9,8300;0,1700;2,3700;-0,0500;-0,0100;-0,0200;27,4400;Mov00;Mov00;0,8063;VERDADERO;True
9,8300;0,1600;2,3800;-0,0500;-0,0100;-0,0200;27,4500;Mov00;Mov00;0,7641;VERDADERO;True
9,8300;0,1500;2,4000;-0,0500;-0,0100;-0,0300;27,4500;Mov00;Mov00;0,8367;VERDADERO;True
9,8400;0,1500;2,3800;-0,0500;-0,0100;-0,0300;27,4600;Mov00;Mov00;0,7554;VERDADERO;True
9,8600;0,1500;2,3600;-0,0500;-0,0100;-0,0300;27,4500;Mov00;Mov02;0,4486;FALSO;False
9,8700;0,1600;2,3300;-0,0500;-0,0100;-0,0300;27,4700;Mov00;Mov02;0,4215;FALSO;False
9,8600;0,1600;2,3100;-0,0500;-0,0100;-0,0300;27,4600;Mov00;Mov02;0,1746;FALSO;False
9,8700;0,1700;2,3200;-0,0500;-0,0100;-0,0300;27,4700;Mov00;Mov02;0,4570;FALSO;False
9,8700;0,1800;2,3100;-0,0500;-0,0200;-0,0200;27,4400;Mov00;Mov03;0,5406;FALSO;False
9,8700;0,1700;2,3200;-0,0500;-0,0200;-0,0300;27,4600;Mov00;Mov00;0,8198;VERDADERO;True
9,8800;0,1800;2,2900;-0,0400;-0,0200;-0,0300;27,4700;Mov00;Mov00;0,8314;VERDADERO;True
9,8600;0,1900;2,3300;-0,0400;-0,0100;-0,0200;27,4600;Mov00;Mov00;0,7930;VERDADERO;True
9,8600;0,2000;2,3200;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,8386;VERDADERO;True
9,8600;0,2000;2,3400;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,7546;VERDADERO;True
9,8700;0,1700;2,3100;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,7556;VERDADERO;True
9,8600;0,1600;2,3200;-0,0400;-0,0100;-0,0200;27,4400;Mov00;Mov00;0,8734;VERDADERO;True
9,8600;0,1600;2,3000;-0,0400;-0,0100;-0,0200;27,4600;Mov00;Mov00;0,8040;VERDADERO;True
9,8800;0,1400;2,3500;-0,0400;-0,0200;-0,0200;27,4700;Mov00;Mov00;0,7691;VERDADERO;True
9,8600;0,1400;2,3500;-0,0400;-0,0200;-0,0200;27,4700;Mov00;Mov00;0,8283;VERDADERO;True
9,8500;0,1400;2,3400;-0,0400;-0,0200;-0,0200;27,4500;Mov00;Mov00;0,8655;VERDADERO;True
9,8500;0,1500;2,3100;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,7824;VERDADERO;True
9,8300;0,1600;2,3200;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,8434;VERDADERO;True
9,8500;0,1500;2,3100;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,7628;VERDADERO;True
9,8500;0,1400;2,3500;-0,0400;-0,0200;-0,0200;27,4600;Mov00;Mov00;0,7578;VERDADERO;True
9,8300;0,1500;2,3400;-0,0400;-0,0200;-0,0200;27,4500;Mov00;Mov00;0,8297;VERDADERO;True
9,8500;0,1300;2,3400;-0,0400;-0,0200;-0,0200;27,4500;Mov00;Mov00;0,8311;VERDADERO;True
9,8700;0,1700;2,3400;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,8456;VERDADERO;True
9,8800;0,1800;2,3500;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,8589;VERDADERO;True
9,8800;0,1700;2,3600;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,8964;VERDADERO;True
9,8500;0,1400;2,3200;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,9813;VERDADERO;True
9,8500;0,1300;2,3200;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,9813;VERDADERO;True
9,8400;0,1400;2,3200;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,9814;VERDADERO;True
9,8700;0,1700;2,3100;-0,0300;-0,0100;-0,0200;27,4500;Mov00;Mov00;0,9814;VERDADERO;True
9,8600;0,1700;2,3100;-0,0300;-0,0100;-0,0200;27,4600;Mov00;Mov02;0,3157;FALSO;False
9,8700;0,1600;2,3100;-0,0300;-0,0100;-0,0200;27,4700;Mov00;Mov02;0,4230;FALSO;False
9,8400;0,1400;2,3600;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov02;0,4584;FALSO;False
9,8300;0,1400;2,3800;-0,0400;0,0000;-0,0200;27,4700;Mov00;Mov02;0,2272;FALSO;False
9,8400;0,1400;2,3600;-0,0400;0,0000;-0,0200;27,4500;Mov00;Mov02;0,1440;FALSO;False
9,8200;0,1600;2,3900;-0,0400;-0,0100;-0,0300;27,4700;Mov00;Mov02;0,1912;FALSO;False
9,8300;0,1600;2,4100;-0,0500;-0,0100;-0,0300;27,4800;Mov00;Mov02;0,2708;FALSO;False
9,8400;0,1600;2,4200;-0,0500;-0,0100;-0,0300;27,4800;Mov00;Mov02;0,4272;FALSO;False
9,8600;0,1700;2,3600;-0,0500;-0,0100;-0,0300;27,4600;Mov00;Mov02;0,4443;FALSO;False
9,8700;0,1700;2,3600;-0,0500;-0,0100;-0,0300;27,4600;Mov00;Mov02;0,1028;FALSO;False
9,8700;0,1800;2,3700;-0,0500;-0,0100;-0,0300;27,4500;Mov00;Mov00;0,9814;VERDADERO;True
9,8800;0,1600;2,3400;-0,0500;-0,0200;-0,0300;27,4800;Mov00;Mov00;0,9814;VERDADERO;True
9,8700;0,1600;2,3300;-0,0500;-0,0200;-0,0200;27,4700;Mov00;Mov00;0,9815;VERDADERO;True
9,8700;0,1800;2,3200;-0,0500;-0,0200;-0,0200;27,4800;Mov00;Mov00;0,9815;VERDADERO;True
9,8900;0,2100;2,2800;-0,0500;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,9815;VERDADERO;True
9,8700;0,2200;2,2900;-0,0500;-0,0100;-0,0200;27,4600;Mov00;Mov00;0,9815;VERDADERO;True
9,8700;0,1900;2,2900;-0,0600;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,9816;VERDADERO;True
9,8600;0,1700;2,3100;-0,0500;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,9816;VERDADERO;True
9,8400;0,1800;2,3000;-0,0500;-0,0100;-0,0200;27,4600;Mov00;Mov00;0,9816;VERDADERO;True
9,8600;0,1700;2,3000;-0,0500;-0,0100;-0,0200;27,4700;Mov00;Mov00;0,9816;VERDADERO;True
9,8900;0,1600;2,2800;-0,0400;-0,0200;-0,0200;27,4700;Mov00;Mov02;0,3043;FALSO;False
9,8800;0,1600;2,2900;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov02;0,2670;FALSO;False
9,8800;0,1600;2,3000;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,1888;FALSO;False
9,8900;0,2000;2,3400;-0,0400;0,0000;-0,0200;27,4700;Mov00;Mov02;0,1479;FALSO;False
9,8800;0,2100;2,3700;-0,0400;0,0000;-0,0200;27,4700;Mov00;Mov02;0,2350;FALSO;False
9,8800;0,2000;2,3600;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov02;0,4772;FALSO;False
9,8500;0,1600;2,3600;-0,0500;-0,0100;-0,0200;27,4700;Mov00;Mov02;0,2293;FALSO;False
9,8600;0,1500;2,3500;-0,0500;-0,0100;-0,0200;27,4500;Mov00;Mov02;0,3075;FALSO;False
9,8500;0,1700;2,3500;-0,0500;-0,0100;-0,0200;27,4500;Mov00;Mov02;0,3812;FALSO;False
9,8600;0,1600;2,3500;-0,0400;-0,0200;-0,0200;27,4600;Mov00;Mov02;0,2455;FALSO;False
9,8700;0,1700;2,3400;-0,0400;-0,0200;-0,0200;27,4600;Mov00;Mov03;0,5252;FALSO;False
9,8800;0,1500;2,3300;-0,0400;-0,0200;-0,0200;27,4600;Mov00;Mov00;0,8274;VERDADERO;True
9,8700;0,1800;2,3400;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov00;0,7984;VERDADERO;True
9,8700;0,1600;2,3300;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov00;0,8693;VERDADERO;True
9,8600;0,1500;2,3400;-0,0600;0,0000;-0,0200;27,4600;Mov00;Mov00;0,7906;VERDADERO;True
9,8200;0,1500;2,3500;-0,0500;0,0000;-0,0200;27,4600;Mov00;Mov00;0,8158;VERDADERO;True
9,8300;0,1500;2,3600;-0,0500;0,0000;-0,0200;27,4800;Mov00;Mov00;0,7618;VERDADERO;True
9,8200;0,1500;2,3500;-0,0500;0,0000;-0,0200;27,4800;Mov00;Mov00;0,7538;VERDADERO;True
9,8600;0,2000;2,3200;-0,0400;-0,0200;-0,0200;27,4600;Mov00;Mov00;0,8944;VERDADERO;True
9,8500;0,1800;2,2900;-0,0400;-0,0200;-0,0200;27,4600;Mov00;Mov00;0,8754;VERDADERO;True
9,8600;0,1700;2,2800;-0,0400;-0,0200;-0,0200;27,4700;Mov00;Mov00;0,8544;VERDADERO;True
9,8600;0,1900;2,2900;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov02;0,4887;FALSO;False
9,8800;0,1900;2,2900;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov02;0,4850;FALSO;False
9,8800;0,1700;2,3100;-0,0500;0,0000;-0,0200;27,4800;Mov00;Mov02;0,2007;FALSO;False
9,8700;0,1300;2,3300;-0,0500;0,0000;-0,0100;27,4900;Mov00;Mov02;0,2989;FALSO;False
9,8500;0,1400;2,3300;-0,0500;0,0000;-0,0100;27,4900;Mov00;Mov02;0,2204;FALSO;False
9,8400;0,1300;2,3200;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov02;0,2139;FALSO;False
9,8500;0,1500;2,3600;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov02;0,1148;FALSO;False
9,8500;0,1400;2,3500;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov02;0,3438;FALSO;False
9,8300;0,1500;2,3600;-0,0400;-0,0100;-0,0200;27,4700;Mov00;Mov02;0,3011;FALSO;False
9,8500;0,1500;2,3900;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov02;0,1206;FALSO;False
9,8300;0,1400;2,3900;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,2115;FALSO;False
9,8200;0,1400;2,3600;-0,0500;-0,0100;-0,0200;27,4800;Mov00;Mov02;0,4633;FALSO;False
9,8600;0,1200;2,3100;-0,0500;-0,0100;-0,0200;27,4700;Mov00;Mov02;0,1958;FALSO;False
9,8600;0,1200;2,3100;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov02;0,1580;FALSO;False
9,8400;0,1100;2,3500;-0,0400;0,0000;-0,0200;27,4800;Mov00;Mov00;0,9817;VERDADERO;True
9,8200;0,1400;2,3200;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,9817;VERDADERO;True
9,8400;0,1500;2,3400;-0,0400;-0,0100;-0,0200;27,4600;Mov00;Mov00;0,9817;VERDADERO;True
9,8500;0,1400;2,3400;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9817;VERDADERO;True
9,8500;0,1600;2,3400;-0,0400;0,0000;-0,0200;27,4700;Mov00;Mov00;0,9818;VERDADERO;True
9,8600;0,1800;2,3600;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov00;0,9818;VERDADERO;True
9,8600;0,1700;2,3500;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov02;0,2958;FALSO;False
9,8400;0,1100;2,3800;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov02;0,4943;FALSO;False
9,8400;0,1100;2,3800;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov02;0,1968;FALSO;False
9,8500;0,1300;2,3600;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,3689;FALSO;False
9,8600;0,1700;2,3600;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9818;VERDADERO;True
9,8700;0,1700;2,3500;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9818;VERDADERO;True
9,8600;0,1600;2,3300;-0,0500;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,9819;VERDADERO;True
9,8700;0,1500;2,3400;-0,0400;0,0000;-0,0200;27,4800;Mov00;Mov00;0,9819;VERDADERO;True
9,8800;0,1500;2,3600;-0,0400;0,0000;-0,0200;27,4800;Mov00;Mov00;0,9819;VERDADERO;True
9,8500;0,1300;2,3800;-0,0400;0,0000;-0,0200;27,4700;Mov00;Mov00;0,9819;VERDADERO;True
9,8500;0,1500;2,3700;-0,0400;0,0000;-0,0200;27,4700;Mov00;Mov00;0,9820;VERDADERO;True
9,8600;0,1500;2,3600;-0,0400;0,0000;-0,0200;27,4700;Mov00;Mov00;0,9820;VERDADERO;True
9,8400;0,1400;2,3800;-0,0400;0,0000;-0,0200;27,4800;Mov00;Mov00;0,9820;VERDADERO;True
9,8100;0,1800;2,3800;-0,0500;0,0000;-0,0200;27,4600;Mov00;Mov00;0,9820;VERDADERO;True
9,8300;0,1600;2,3800;-0,0500;0,0000;-0,0200;27,4700;Mov00;Mov00;0,9821;VERDADERO;True
9,8200;0,1500;2,3800;-0,0500;0,0000;-0,0300;27,4700;Mov00;Mov00;0,9821;VERDADERO;True
9,8400;0,1600;2,3600;-0,0500;-0,0100;-0,0400;27,4800;Mov00;Mov00;0,9821;VERDADERO;True
9,8500;0,1700;2,3600;-0,0500;-0,0100;-0,0400;27,5000;Mov00;Mov00;0,9821;VERDADERO;True
9,8500;0,1600;2,3600;-0,0500;-0,0100;-0,0400;27,4900;Mov00;Mov00;0,9822;VERDADERO;True
9,8800;0,1700;2,3500;-0,0500;-0,0100;-0,0400;27,4700;Mov00;Mov00;0,9822;VERDADERO;True
9,8700;0,1800;2,3800;-0,0500;-0,0100;-0,0300;27,4800;Mov00;Mov00;0,9822;VERDADERO;True
9,8700;0,1900;2,3600;-0,0500;-0,0100;-0,0300;27,4900;Mov00;Mov00;0,9822;VERDADERO;True
9,8700;0,1800;2,3700;-0,0500;0,0000;-0,0300;27,4700;Mov00;Mov00;0,9823;VERDADERO;True
9,8700;0,1600;2,3700;-0,0500;0,0000;-0,0300;27,4700;Mov00;Mov00;0,9823;VERDADERO;True
9,8700;0,1700;2,3400;-0,0500;0,0000;-0,0300;27,4600;Mov00;Mov00;0,9823;VERDADERO;True
9,8400;0,1900;2,3500;-0,0500;-0,0100;-0,0300;27,4700;Mov00;Mov00;0,9823;VERDADERO;True
9,8300;0,1900;2,3800;-0,0600;-0,0100;-0,0300;27,4900;Mov00;Mov00;0,9824;VERDADERO;True
9,8400;0,1800;2,3800;-0,0600;-0,0100;-0,0300;27,4800;Mov00;Mov00;0,9824;VERDADERO;True
9,8700;0,1700;2,3400;-0,0600;-0,0100;-0,0300;27,4700;Mov00;Mov00;0,9824;VERDADERO;True
9,8600;0,1600;2,3400;-0,0600;-0,0100;-0,0300;27,4700;Mov00;Mov00;0,9824;VERDADERO;True
9,8700;0,1600;2,3600;-0,0500;-0,0100;-0,0300;27,4800;Mov00;Mov00;0,9825;VERDADERO;True
9,8800;0,2000;2,3300;-0,0500;0,0000;-0,0300;27,4800;Mov00;Mov00;0,9825;VERDADERO;True
9,8900;0,2000;2,3200;-0,0500;-0,0100;-0,0300;27,4800;Mov00;Mov00;0,9825;VERDADERO;True
9,8900;0,1900;2,3300;-0,0500;-0,0100;-0,0300;27,4800;Mov00;Mov00;0,9825;VERDADERO;True
9,8800;0,2100;2,3600;-0,0500;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,9826;VERDADERO;True
9,8700;0,1900;2,3600;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9826;VERDADERO;True
9,8700;0,1800;2,3400;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9826;VERDADERO;True
9,8800;0,1800;2,3600;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9826;VERDADERO;True
9,8600;0,2000;2,3300;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,9827;VERDADERO;True
9,8600;0,1900;2,3500;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9827;VERDADERO;True
9,8500;0,1600;2,3600;-0,0500;0,0000;-0,0100;27,5000;Mov00;Mov00;0,9827;VERDADERO;True
9,8600;0,1600;2,3800;-0,0500;-0,0100;-0,0100;27,5000;Mov00;Mov00;0,9827;VERDADERO;True
9,8600;0,1600;2,3700;-0,0500;-0,0100;-0,0200;27,5000;Mov00;Mov00;0,9828;VERDADERO;True
9,8500;0,1400;2,3700;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,9828;VERDADERO;True
9,8400;0,1400;2,3800;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9828;VERDADERO;True
9,8400;0,1500;2,3800;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,9828;VERDADERO;True
9,8300;0,1800;2,3700;-0,0500;-0,0100;-0,0100;27,4900;Mov00;Mov00;0,9829;VERDADERO;True
9,8300;0,1700;2,3900;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9829;VERDADERO;True
9,8400;0,1700;2,3800;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9829;VERDADERO;True
9,8200;0,1600;2,3600;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,4046;FALSO;False
9,8300;0,1500;2,3700;-0,0500;-0,0100;-0,0200;27,5000;Mov00;Mov02;0,1951;FALSO;False
9,8400;0,1500;2,3800;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,3913;FALSO;False
9,8400;0,1600;2,3400;-0,0400;-0,0100;-0,0200;27,5000;Mov00;Mov02;0,2471;FALSO;False
9,8500;0,1500;2,3400;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,3529;FALSO;False
9,8600;0,1700;2,3400;-0,0400;-0,0100;-0,0200;27,5000;Mov00;Mov02;0,3534;FALSO;False
9,8300;0,1500;2,3400;-0,0500;0,0000;-0,0200;27,4900;Mov00;Mov02;0,3143;FALSO;False
9,8200;0,1500;2,3300;-0,0500;0,0000;-0,0100;27,4800;Mov00;Mov02;0,1361;FALSO;False
9,7900;0,1300;2,3500;-0,0500;0,0000;-0,0100;27,4900;Mov00;Mov02;0,4341;FALSO;False
9,8100;0,1400;2,3600;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,2283;FALSO;False
9,8300;0,1500;2,3700;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,1746;FALSO;False
9,8500;0,1500;2,3400;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,1163;FALSO;False
9,8400;0,1600;2,3700;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,3364;FALSO;False
9,8500;0,1500;2,3800;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,3710;FALSO;False
9,8600;0,1600;2,3800;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov02;0,1066;FALSO;False
9,8500;0,1500;2,3700;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov02;0,3048;FALSO;False
9,8700;0,1500;2,3700;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov02;0,1906;FALSO;False
9,8600;0,1700;2,3800;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov02;0,3581;FALSO;False
9,8200;0,1500;2,4200;-0,0600;0,0000;-0,0200;27,5000;Mov00;Mov02;0,1697;FALSO;False
9,8200;0,1500;2,4100;-0,0600;0,0000;-0,0200;27,5000;Mov00;Mov02;0,3764;FALSO;False
9,8300;0,1600;2,4000;-0,0600;0,0000;-0,0200;27,4800;Mov00;Mov02;0,2547;FALSO;False
9,8600;0,1700;2,3600;-0,0800;0,0200;-0,0300;27,4800;Mov00;Mov02;0,4747;FALSO;False
9,8600;0,1500;2,3700;-0,0800;0,0200;-0,0300;27,4900;Mov00;Mov02;0,1550;FALSO;False
9,8800;0,1400;2,3500;-0,0800;0,0300;-0,0300;27,4900;Mov00;Mov02;0,2364;FALSO;False
9,8200;0,1300;2,3900;-0,0800;0,0300;-0,0300;27,5100;Mov00;Mov02;0,1454;FALSO;False
9,8100;0,1300;2,4000;-0,0800;0,0200;-0,0300;27,5100;Mov00;Mov00;0,9829;VERDADERO;True
9,8200;0,1400;2,4200;-0,0700;0,0200;-0,0300;27,4900;Mov00;Mov00;0,9830;VERDADERO;True
9,8600;0,1600;2,4000;-0,0600;0,0000;-0,0300;27,5000;Mov00;Mov00;0,9830;VERDADERO;True
9,8800;0,1600;2,4000;-0,0500;0,0000;-0,0200;27,5100;Mov00;Mov00;0,9830;VERDADERO;True
9,8700;0,1800;2,4000;-0,0500;0,0000;-0,0200;27,5000;Mov00;Mov00;0,9830;VERDADERO;True
9,8700;0,1900;2,3700;-0,0500;0,0000;-0,0200;27,5100;Mov00;Mov00;0,9831;VERDADERO;True
9,8800;0,1800;2,3600;-0,0500;0,0000;-0,0200;27,4900;Mov00;Mov00;0,9831;VERDADERO;True
9,8900;0,1800;2,3400;-0,0500;0,0000;-0,0200;27,5000;Mov00;Mov00;0,9831;VERDADERO;True
9,8400;0,1500;2,3400;-0,0500;0,0100;-0,0200;27,4800;Mov00;Mov00;0,9831;VERDADERO;True
9,8200;0,1400;2,3600;-0,0500;0,0000;-0,0200;27,4900;Mov00;Mov00;0,9832;VERDADERO;True
9,8200;0,1300;2,3600;-0,0400;0,0000;-0,0200;27,4900;Mov00;Mov00;0,9832;VERDADERO;True
9,8300;0,1500;2,3800;-0,0300;-0,0100;-0,0200;27,5100;Mov00;Mov00;0,9832;VERDADERO;True
9,8200;0,1500;2,3800;-0,0300;-0,0100;-0,0200;27,5000;Mov00;Mov00;0,9832;VERDADERO;True
9,8200;0,1600;2,3800;-0,0400;-0,0100;-0,0200;27,5000;Mov00;Mov00;0,9833;VERDADERO;True
9,8200;0,1700;2,3600;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9833;VERDADERO;True
9,8300;0,1800;2,3700;-0,0400;-0,0100;-0,0200;27,5000;Mov00;Mov00;0,9833;VERDADERO;True
9,8400;0,1800;2,3800;-0,0400;-0,0100;-0,0200;27,5000;Mov00;Mov00;0,9833;VERDADERO;True
9,8400;0,1800;2,3700;-0,0400;0,0000;-0,0200;27,5100;Mov00;Mov00;0,9834;VERDADERO;True
9,8400;0,1900;2,3600;-0,0500;0,0000;-0,0200;27,5200;Mov00;Mov00;0,9834;VERDADERO;True
9,8400;0,1600;2,3700;-0,0500;0,0000;-0,0100;27,5200;Mov00;Mov00;0,9834;VERDADERO;True
9,8000;0,1000;2,4100;-0,0400;0,0000;-0,0100;27,4900;Mov00;Mov00;0,9834;VERDADERO;True
9,7800;0,1100;2,4300;-0,0400;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9835;VERDADERO;True
9,7700;0,1000;2,4300;-0,0400;-0,0100;-0,0200;27,4800;Mov00;Mov00;0,9835;VERDADERO;True
9,8200;0,1300;2,4100;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9835;VERDADERO;True
9,8100;0,1200;2,3900;-0,0500;-0,0100;-0,0200;27,4900;Mov00;Mov00;0,9835;VERDADERO;True
9,8000;0,1000;2,3900;-0,0500;-0,0100;-0,0300;27,4900;Mov00;Mov00;0,9836;VERDADERO;True
9,8300;0,1300;2,4000;-0,0500;-0,0100;-0,0300;27,4900;Mov00;Mov00;0,9836;VERDADERO;True
9,8400;0,1400;2,4000;-0,0500;-0,0100;-0,0300;27,5000;Mov00;Mov00;0,9836;VERDADERO;True
9,8400;0,1500;2,3800;-0,0500;-0,0100;-0,0300;27,5000;Mov00;Mov00;0,9836;VERDADERO;True
9,8600;0,1500;2,3600;-0,0500;-0,0100;-0,0300;27,4900;Mov00;Mov00;0,9837;VERDADERO;True
9,8600;0,1400;2,3500;-0,0500;-0,0100;-0,0300;27,5000;Mov00;Mov00;0,9837;VERDADERO;True
9,8400;0,1400;2,3600;-0,0400;-0,0100;-0,0300;27,4900;Mov00;Mov00;0,9837;VERDADERO;True
9,8100;0,1700;2,3700;-0,0400;-0,0100;-0,0300;27,5000;Mov00;Mov00;0,9837;VERDADERO;True
9,8200;0,1600;2,3900;-0,0400;-0,0100;-0,0300;27,4900;Mov00;Mov00;0,9838;VERDADERO;True
9,8200;0,1500;2,3800;-0,0400;-0,0100;-0,0300;27,4900;Mov00;Mov00;0,9838;VERDADERO;True
9,8400;0,1800;2,4000;-0,0400;-0,0100;-0,0300;27,5000;Mov00;Mov00;0,9838;VERDADERO;True
9,8500;0,1900;2,3800;-0,0400;-0,0100;-0,0300;27,5100;Mov00;Mov00;0,9838;VERDADERO;True
9,8600;0,1900;2,3800;-0,0400;0,0000;-0,0300;27,5100;Mov00;Mov00;0,9839;VERDADERO;True
9,8600;0,1800;2,4400;-0,0500;-0,0100;-0,0300;27,5100;Mov00;Mov00;0,9839;VERDADERO;True
9,8600;0,1800;2,4200;-0,0400;-0,0100;-0,0300;27,5100;Mov00;Mov00;0,9839;VERDADERO;True
9,8700;0,1900;2,4300;-0,0400;-0,0200;-0,0300;27,5100;Mov00;Mov00;0,9839;VERDADERO;True
9,8600;0,1800;2,3900;-0,0400;-0,0200;-0,0200;27,5200;Mov00;Mov00;0,9840;VERDADERO;True
9,8500;0,1700;2,3800;-0,0400;-0,0200;-0,0200;27,5100;Mov00;Mov00;0,9840;VERDADERO;True
9,8500;0,1600;2,3900;-0,0400;-0,0200;-0,0200;27,5100;Mov00;Mov00;0,9840;VERDADERO;True
9,8200;0,1700;2,3800;-0,0500;-0,0100;-0,0200;27,5100;Mov00;Mov00;0,9840;VERDADERO;True
9,8100;0,1400;2,3900;-0,0500;-0,0100;-0,0200;27,5100;Mov00;Mov00;0,9841;VERDADERO;True
9,8000;0,1400;2,4000;-0,0500;-0,0100;-0,0300;27,5000;Mov00;Mov00;0,9841;VERDADERO;True
9,8300;0,1600;2,3700;-0,0400;-0,0100;-0,0300;27,5000;Mov00;Mov00;0,9841;VERDADERO;True
9,8300;0,1700;2,3600;-0,0400;-0,0100;-0,0300;27,5100;Mov00;Mov00;0,9841;VERDADERO;True
9,8300;0,1900;2,3600;-0,0400;-0,0100;-0,0300;27,5000;Mov00;Mov00;0,9842;VERDADERO;True
9,8600;0,1700;2,3700;-0,0500;0,0000;-0,0200;27,4900;Mov00;Mov00;0,9842;VERDADERO;True
9,8600;0,1600;2,3700;-0,0500;0,0000;-0,0200;27,5000;Mov00;Mov02;0,4699;FALSO;False
9,8700;0,1400;2,4000;-0,0500;0,0000;-0,0200;27,5100;Mov00;Mov02;0,4509;FALSO;False
